epoch,train_loss,val_loss,eval_vel_mse,eval_pos_mse
1,2.8968503410071267,2.72385170059747,nan,nan
2,2.6886139754560907,2.710261023816693,nan,nan
3,2.679725544253735,2.7050929137096373,nan,nan
4,2.676440674622986,2.702921885257031,nan,nan
5,2.6749121642169604,2.7017490749637494,0.2027664891313789,0.38337944970045923
6,2.6740160441353247,2.7011057146926105,nan,nan
7,2.6734363836560786,2.7005182237939143,nan,nan
8,2.6730225691956004,2.7001287720916842,nan,nan
9,2.6727029209100666,2.6998360644144856,nan,nan
10,2.6724485075366107,2.699633450750246,0.20250486837482082,0.3787073677273605
11,2.672252189503106,2.699430332959108,nan,nan
12,2.6720851757068274,2.6992624976381636,nan,nan
13,2.671936085097047,2.6991565217443836,nan,nan
14,2.6718358148338996,2.6990541075785965,nan,nan
15,2.6717080071961097,2.6989440768723494,0.2024662575731763,0.3775824998725736
16,2.6716335285204864,2.698953538072683,nan,nan
17,2.671550081187052,2.6987405139335086,nan,nan
18,2.671459771138188,2.698678547676647,nan,nan
19,2.6713983049637835,2.698679150293912,nan,nan
20,2.671332487281266,2.698526002920489,0.2024012028933852,0.37267683303261506
21,2.6712580862998476,2.698496566780973,nan,nan
22,2.671220983617055,2.6984248517894183,nan,nan
23,2.6712244282859254,2.6983774135662295,nan,nan
24,2.67116952419805,2.698361093410464,nan,nan
25,2.67113694417045,2.6983558789134645,0.20239127350605432,0.3723457013382672
26,2.671113793304015,2.6985572394064032,nan,nan
27,2.6710864961819896,2.6982814406992053,nan,nan
28,2.6710705855361208,2.698266647187264,nan,nan
29,2.6710401053544826,2.6982402867365627,nan,nan
30,2.671100830877791,2.6985882550726004,0.20245025932626037,0.3841555608833179
31,2.6710336871089515,2.6982146589679235,nan,nan
32,2.6709965125024646,2.69847697542223,nan,nan
33,2.67104310276086,2.698211075787722,nan,nan
34,2.670990734055098,2.698271416220241,nan,nan
35,2.670963401830731,2.69817640375651,0.2023461523960876,0.36843978040317077
36,2.6709719095570326,2.6981877585599596,nan,nan
37,2.671010260785312,2.698476962999503,nan,nan
38,2.670981358982084,2.6981604011279368,nan,nan
39,2.6709309618290735,2.6982374061593215,nan,nan
40,2.6709322076458695,2.6981560379040284,0.20234581144792316,0.3683012645449726
41,2.670933810735868,2.6982731757614324,nan,nan
42,2.6709476946608595,2.6981005326727594,nan,nan
43,2.6708868526601477,2.6980904856488466,nan,nan
44,2.6708598056191395,2.6980439850251963,nan,nan
45,2.671723910039328,2.698006323832911,0.20233781745228188,0.36927656586597174
46,2.671549393793359,2.6979008192550773,nan,nan
47,2.671427303875182,2.698868504336625,nan,nan
48,2.6716591495935784,2.6998921719754567,nan,nan
49,2.67145804164014,2.6978484341123683,nan,nan
50,2.6714994081295105,2.7076121439132628,0.2023334461618974,0.36896646986423925
51,2.671583531909922,2.697875885807581,nan,nan
52,2.6715368911803283,2.710949125745417,nan,nan
53,2.7236169522422546,2.755104485157387,nan,nan
54,2.7371845001440636,2.783533999520466,nan,nan
55,3.2291082642840068,3.947625626069532,0.36993486115314517,0.5001978929193212
56,3.909174637229713,3.943928620594141,nan,nan
57,3.9241900691338354,3.9996059130391544,nan,nan
58,4.989182636193299,5.204093357634162,nan,nan
59,5.08839912397169,5.192793277503067,nan,nan
60,5.087528513118766,5.19572445469503,0.47384059917367183,0.4984456889556321
61,5.087926728176692,5.218093615679039,nan,nan
62,5.088224387954262,5.200066354590781,nan,nan
63,5.086686877015224,5.208482283703914,nan,nan
64,5.087227117718457,5.195873244969639,nan,nan
65,5.0879172747384835,5.194295537412821,0.47390303352207575,0.5085653191287478
66,5.087648420288619,5.194428851500652,nan,nan
67,5.08795926326077,5.194181828745569,nan,nan
68,5.086374032576966,5.194129258124651,nan,nan
69,5.087275647686354,5.197071576776989,nan,nan
70,5.086791127122153,5.201053655330155,0.47387940283803076,0.5018773584092588
71,5.08590747936316,5.193709423280053,nan,nan
72,5.086086602847352,5.193221173604483,nan,nan
73,5.0852775594179676,5.1886592741223065,nan,nan
74,5.084466260262152,5.193357898593452,nan,nan
75,5.085070870965484,5.186198409166429,0.47030414810502635,0.40332715891208004
76,5.084298288510004,5.199729176255478,nan,nan
77,5.083608627012598,5.195895852031531,nan,nan
78,5.084194159551845,5.220345444909886,nan,nan
79,5.085269597148693,5.186411178495927,nan,nan
80,5.084545917705765,5.197274136465632,0.47361740400232477,0.4796581395373679
81,5.083788009524336,5.186733362082621,nan,nan
82,5.084193213085874,5.18585847315836,nan,nan
83,5.083778127585782,5.186293313506429,nan,nan
84,5.084547080831081,5.198963479992277,nan,nan
85,5.084635537363849,5.193611316694711,0.47368306580635305,0.47128154223659346
86,5.084749361635989,5.188719267724952,nan,nan
87,5.08420296032806,5.192463828346695,nan,nan
88,5.084813124665292,5.2015232876520106,nan,nan
89,5.084659182730444,5.194522765300743,nan,nan
90,5.085190407902449,5.200131985120644,0.4735871331351024,0.46803613726437143
91,5.084656893505657,5.193738729699848,nan,nan
92,5.084982562881176,5.196993833168499,nan,nan
93,5.0848894327588985,5.184869929398664,nan,nan
94,5.085222769462227,5.192505936386243,nan,nan
95,5.085192661750108,5.183745745050506,0.4703006475713653,0.40908092965206
96,5.084355446010993,5.194670926272229,nan,nan
97,5.085116642961653,5.190313982857163,nan,nan
98,5.0846420354827035,5.182683436348073,nan,nan
99,5.084662390277982,5.2075596909919275,nan,nan
100,5.084499572224374,5.191392276560552,0.4708668082137115,0.4062980870448854
101,5.084686954414654,5.1868956066302285,nan,nan
102,5.0851316975526055,5.186954358190266,nan,nan
103,5.084835980347427,5.191655176595445,nan,nan
104,5.0840157739133724,5.19758474092089,nan,nan
105,5.084059515456685,5.197161056756427,0.4726680043958418,0.44171572200910797
106,5.08437372537794,5.192554376795646,nan,nan
107,5.085252506046806,5.193539602192014,nan,nan
108,5.085668411969071,5.199154743799153,nan,nan
109,5.08391873520641,5.19591176916759,nan,nan
110,5.084963048906154,5.1932037653386445,0.47259293797079344,0.4341324001877432
111,5.084823150412892,5.202811736218562,nan,nan
112,5.085648950676319,5.199093602647139,nan,nan
113,5.08553475039439,5.191488048420958,nan,nan
114,5.085951107553963,5.186692386926723,nan,nan
115,5.086494746666125,5.199383891055846,0.47298862717058504,0.44577363016174537
116,5.0856065539878665,5.1888515790801994,nan,nan
117,5.084556728638999,5.193428142613402,nan,nan
118,5.08620118627073,5.185307262171279,nan,nan
119,5.086090615582404,5.20231675014696,nan,nan
120,5.085599328733563,5.203153823773862,0.47335216292243715,0.44744248422765415
121,5.085671285977267,5.1932834826653345,nan,nan
122,5.085171154872086,5.1968960325503115,nan,nan
123,5.086643273798015,5.1916023450397555,nan,nan
124,5.086444026428429,5.187834606658361,nan,nan
125,5.087353421796371,5.184922696885291,0.47036001256550714,0.4037246237613441
126,5.085887491720607,5.19532425701798,nan,nan
127,5.086811527825899,5.193323957288873,nan,nan
128,5.086292525636805,5.198633456342313,nan,nan
129,5.085994356872089,5.236113810191294,nan,nan
